candidate_id,source_file,text,sentence_count,word_count,fkgl,contains_number,contains_currency,contains_percentage,contains_date_or_time,contains_financial_term,contains_forecast_or_guidance,contains_profit_or_margin_term,contains_cost_or_expense_term,contains_cash_or_balance_sheet_term
F01047,financial_institution\hsbc_credit_card_tandc.txt,Non-Sterling transaction charges These are charges that apply to any transactions made in a currency that isn’t,2,17,11.9,False,False,False,False,False,False,False,True,False
F01048,financial_institution\hsbc_credit_card_tandc.txt,These are charges that apply to any transactions made in a currency that isn’t,1,14,8.4,False,False,False,False,False,False,False,True,False
F01049,financial_institution\hsbc_credit_card_tandc.txt,Sterling e.g. Euros or US Dollars: Transactions Charges added to Exchange rates they apply to the account with for the day the the transaction transaction is converted into Sterling Purchases 2.99% of the The card schemes transaction amount in use market rates.,1,42,11.1,True,False,True,False,False,False,False,True,False
F01050,financial_institution\hsbc_credit_card_tandc.txt,Cash or Sterling (rather than You can find the cash related the currency of the current exchange payments transaction).,1,19,10.5,False,False,False,False,False,False,False,False,True
F01051,financial_institution\hsbc_credit_card_tandc.txt,rates by visiting visa.co.uk/support/ The minimum charge consumer/travel- is £3 for cash or cash support/exchange- related payments.,1,17,10.6,True,True,False,False,False,False,False,True,True
F01052,financial_institution\hsbc_credit_card_tandc.txt,rate-calculator. This is on top of html or mastercard.,2,9,7.6,False,False,False,False,False,False,False,False,False
F01053,financial_institution\hsbc_credit_card_tandc.txt,"This is on top of html or mastercard. any other charge co.uk/en-gb/ (for example, a consumers/get- cash transaction in support/convert- Euro will have two currency.html. charges.",2,26,7.8,False,False,False,False,False,False,False,True,True
F01054,financial_institution\hsbc_credit_card_tandc.txt,"any other charge co.uk/en-gb/ (for example, a consumers/get- cash transaction in support/convert- Euro will have two currency.html. charges.",1,18,10.2,False,False,False,False,False,False,False,True,True
F01055,financial_institution\hsbc_credit_card_tandc.txt,"A charge for withdrawing cash and a charge for a non- Sterling transaction). You can find more information about using your card outside the UK, including the costs, by visiting hsbc.co.uk/international/using-your-card-abroad/. Default charges Reason for the Charge When it's added to charge the account You’re late making the £12 Up to 4 days after the minimum payment date you should've made the payment You’re over the credit £12 When you’re first over limit (even if we’ve the limit in any month allowed you to go over)",2,86,13.7,True,True,False,False,True,False,False,True,True
F01056,financial_institution\hsbc_credit_card_tandc.txt,"You can find more information about using your card outside the UK, including the costs, by visiting hsbc.co.uk/international/using-your-card-abroad/. Default charges Reason for the Charge When it's added to charge the account You’re late making the £12 Up to 4 days after the minimum payment date you should've made the payment You’re over the credit £12 When you’re first over limit (even if we’ve the limit in any month allowed you to go over)",1,73,17.1,True,True,False,False,True,False,False,True,False
F01057,financial_institution\hsbc_credit_card_tandc.txt,"A payment is returned £5 When your bank tells unpaid us it can’t make the payment We need to enforce Our When we apply for repayment, including reasonable enforcement legal and tracing costs costs Borrowing with an instalment plan How does it work?",1,43,19.0,True,True,False,False,False,True,False,True,False
F01058,financial_institution\hsbc_credit_card_tandc.txt,We’ll tell you if you’re eligible for an instalment plan.,1,10,6.0,False,False,False,False,False,True,False,False,False
F01059,financial_institution\hsbc_credit_card_tandc.txt,"If you are, you can choose eligible transactions to repay in fixed monthly instalments over a time that you choose.",1,20,9.9,False,False,False,False,False,False,False,False,False
F01060,financial_institution\hsbc_credit_card_tandc.txt,We’ll then move those transactions from the transaction balance of the account to your instalment plan.,1,16,8.4,False,False,False,False,False,True,False,False,False
F01061,financial_institution\hsbc_credit_card_tandc.txt,We don’t charge interest on the amount you owe on an instalment plan but we do charge a monthly fee.,1,20,7.0,False,False,False,False,False,True,False,True,False
F01062,financial_institution\hsbc_credit_card_tandc.txt,"Before you take out an instalment plan, we’ll tell you: • more information about the plans that are available to you • the fees that apply • your monthly instalments.",1,30,12.9,False,False,False,False,False,True,False,False,False
F01063,financial_institution\hsbc_credit_card_tandc.txt,We won’t change the terms that apply to any instalment plan you have on your account.,1,16,6.1,False,False,False,False,False,True,False,False,False
F01064,financial_institution\hsbc_credit_card_tandc.txt,What happens if you miss a monthly instalment payment?,1,9,6.3,False,False,False,False,False,False,False,False,False
F01065,financial_institution\hsbc_credit_card_tandc.txt,"If you don’t pay the monthly instalment and fee by the due date in any month, we’ll move the amount you haven’t paid back to the transaction balance.",1,28,10.5,False,False,False,False,False,False,False,False,False
F01066,financial_institution\hsbc_credit_card_tandc.txt,"Depending on what the transaction was, from that point, interest will be charged at the rates set out in this agreement.",1,21,8.3,False,False,False,False,False,False,False,False,False
F01067,financial_institution\hsbc_credit_card_tandc.txt,"For example, if it was a purchase on your card, the standard purchase rate will apply.",1,16,6.9,False,False,False,False,False,False,False,False,False
F01068,financial_institution\hsbc_credit_card_tandc.txt,You can cancel an instalment plan at any time by telling us. We’ll cancel the instalment plan if you don’t pay the monthly instalment and fee by the due date for two months in a row.,2,36,6.8,False,False,False,False,False,True,False,False,False
F01069,financial_institution\hsbc_credit_card_tandc.txt,We’ll cancel the instalment plan if you don’t pay the monthly instalment and fee by the due date for two months in a row.,1,24,8.5,False,False,False,False,False,True,False,False,False
F01070,financial_institution\hsbc_credit_card_tandc.txt,"So if you don’t make these payments for one month, you’ll need to pay the amount you’ve missed plus the amount due the second month to keep the plan.",1,29,9.6,False,False,False,False,False,True,False,False,False
F01071,financial_institution\hsbc_credit_card_tandc.txt,"If you don’t pay that amount by the due date in your statement, we’ll cancel the plan the next day. When an instalment plan is cancelled, the full amount you owe on the plan will move back to the transaction balance on the account.",2,44,7.7,False,False,False,False,False,True,False,False,False
F01072,financial_institution\hsbc_credit_card_tandc.txt,"When an instalment plan is cancelled, the full amount you owe on the plan will move back to the transaction balance on the account.",1,24,9.5,False,False,False,False,False,True,False,False,False
F01073,financial_institution\hsbc_credit_card_tandc.txt,"Depending on what the transaction was, we’ll charge interest at the rates set out in this agreement.",1,17,7.7,False,False,False,False,False,False,False,True,False
F01074,financial_institution\hsbc_credit_card_tandc.txt,"We’ll only charge a fee for the time you’ve had the plan – we’ll refund the rest. For example, if you’ve had the plan for a third of the month and then it’s cancelled, we’ll refund the fee for the remaining two thirds.",2,43,7.2,False,False,False,False,False,True,False,True,False
F01075,financial_institution\hsbc_credit_card_tandc.txt,"For example, if you’ve had the plan for a third of the month and then it’s cancelled, we’ll refund the fee for the remaining two thirds.",1,26,9.5,False,False,False,False,False,True,False,False,False
F01076,financial_institution\hsbc_credit_card_tandc.txt,"You can always pay more than your monthly instalment. But if you do, any extra amounts will repay the transaction balance (if any) first before reducing your instalment plan.",2,29,8.8,False,False,False,False,False,True,False,False,False
F01077,financial_institution\hsbc_credit_card_tandc.txt,"But if you do, any extra amounts will repay the transaction balance (if any) first before reducing your instalment plan.",1,20,11.7,False,False,False,False,False,True,False,False,False
F01078,financial_institution\hsbc_credit_card_tandc.txt,"If you do pay more, you’ll still need to make your next monthly instalment on time but the length of your plan may be shorter and your final payment may be lower.",1,32,11.3,False,False,False,False,False,True,False,False,False
F01079,financial_institution\hsbc_credit_card_tandc.txt,"Can we change the cost of borrowing or any other terms? Changes to terms that are personal to you Sometimes we’ll get information from credit reference agencies or about the way you manage your account (for example, where you often pay us or another lender late).",2,46,11.6,False,False,False,False,True,False,False,True,False
F01080,financial_institution\hsbc_credit_card_tandc.txt,"Sometimes we’ll get information from credit reference agencies or about the way you manage your account (for example, where you often pay us or another lender late).",1,27,14.6,False,False,False,False,True,False,False,False,False
F01081,financial_institution\hsbc_credit_card_tandc.txt,"Based on that information, we might change our view about whether you can actually repay us.",1,16,9.8,False,False,False,False,False,False,False,False,False
F01082,financial_institution\hsbc_credit_card_tandc.txt,"If we do, we may change the rates that apply to you (unless we know that you’re at risk of financial difficulties) and we may reduce your credit limit.",1,29,11.6,False,False,False,False,True,False,False,False,False
F01083,financial_institution\hsbc_credit_card_tandc.txt,Other changes to the credit limit We may change your credit limit in the future.,1,15,7.6,False,False,False,False,True,False,False,False,False
F01084,financial_institution\hsbc_credit_card_tandc.txt,"For example, we may tell you that a higher credit limit is available to you.",1,15,8.4,False,False,False,False,True,False,False,False,False
F01085,financial_institution\hsbc_credit_card_tandc.txt,And you can also ask us to think about giving you a higher credit limit.,1,15,6.8,False,False,False,False,True,False,False,False,False
F01086,financial_institution\hsbc_credit_card_tandc.txt,You can get in touch to tell us how you want to manage your credit limit as well. You can tell us: • you’d like a lower credit limit; • you don’t want to receive any future credit limit increases; or • never to increase your credit limit without checking with you first.,2,53,10.4,False,False,False,False,True,False,False,False,False
F01087,financial_institution\hsbc_credit_card_tandc.txt,You can tell us: • you’d like a lower credit limit; • you don’t want to receive any future credit limit increases; or • never to increase your credit limit without checking with you first.,1,35,14.6,False,False,False,False,True,False,False,False,False
F01088,financial_institution\hsbc_credit_card_tandc.txt,And you can change your mind at any time. A higher credit limit might offer you greater flexibility and be an easier way to meet your financial needs.,2,28,7.6,False,False,False,False,True,False,False,False,False
F01089,financial_institution\hsbc_credit_card_tandc.txt,A higher credit limit might offer you greater flexibility and be an easier way to meet your financial needs.,1,19,11.7,False,False,False,False,True,False,False,False,False
F01090,financial_institution\hsbc_credit_card_tandc.txt,You should carefully think about whether you need a higher limit.,1,11,6.9,False,False,False,False,False,False,False,False,False
F01091,financial_institution\hsbc_credit_card_tandc.txt,"Changes to rates, charges and other terms for particular reasons The table below explains when we’ll make changes to the rates and charges that apply to you and to any other terms.",1,32,14.2,False,False,False,False,False,False,False,True,False
F01092,financial_institution\hsbc_credit_card_tandc.txt,"If we do make a change, we’ll make sure it’s a proportionate response to a change that’s affecting us or that we reasonably think will affect us.",1,27,11.1,False,False,False,False,False,False,False,False,False
F01093,financial_institution\hsbc_credit_card_tandc.txt,"For example, we won’t make a change to cover the same cost twice. Reason Increase or Changes to reduce rates any other and charges terms A change in the interest rates we have to pay (or a change we reasonably expect).",2,41,8.5,False,False,False,False,True,True,False,True,False
F01094,financial_institution\hsbc_credit_card_tandc.txt,Reason Increase or Changes to reduce rates any other and charges terms A change in the interest rates we have to pay (or a change we reasonably expect).,1,28,12.2,False,False,False,False,True,True,False,True,False
F01095,financial_institution\hsbc_credit_card_tandc.txt,"This could be a change to the Bank of England Base Rate, for example. • A change in the costs of providing the account • A change in general law or regulation •",2,33,6.4,False,False,False,False,False,False,False,True,False
F01096,financial_institution\hsbc_credit_card_tandc.txt,• A change in the costs of providing the account • A change in general law or regulation •,1,19,8.4,False,False,False,False,False,False,False,True,False
F01097,financial_institution\hsbc_credit_card_tandc.txt,"A change to our business. For example, to the way we manage the account because of new technology Any other change that affects us if it’s reasonable for us to pass the effect of that change on to you You’re an employee and your We’ll switch employment ends (but not if you to our you’re retiring) standard rates Other changes This agreement doesn’t have an agreed end date.",2,68,14.8,False,False,False,False,False,False,False,False,False
F01098,financial_institution\hsbc_credit_card_tandc.txt,"For example, to the way we manage the account because of new technology Any other change that affects us if it’s reasonable for us to pass the effect of that change on to you You’re an employee and your We’ll switch employment ends (but not if you to our you’re retiring) standard rates Other changes This agreement doesn’t have an agreed end date.",1,63,26.2,False,False,False,False,False,False,False,False,False
F01099,financial_institution\hsbc_credit_card_tandc.txt,"As it may last for a long time, we can’t predict precisely why we might need to make changes to this agreement when we enter into it with you.",1,29,10.8,False,False,False,False,False,True,False,False,False
F01100,financial_institution\hsbc_credit_card_tandc.txt,That means we may also make changes for reasons that aren’t covered here. Telling you about changes We’ll tell you about the change and how it’ll affect you before we make it.,2,32,6.5,False,False,False,False,False,False,False,False,False
F01101,financial_institution\hsbc_credit_card_tandc.txt,Telling you about changes We’ll tell you about the change and how it’ll affect you before we make it.,1,19,7.3,False,False,False,False,False,False,False,False,False
F01102,financial_institution\hsbc_credit_card_tandc.txt,"We’ll do this through a message in your monthly statement, or by writing to or emailing you separately.",1,18,9.1,False,False,False,False,False,False,False,False,False
F01103,financial_institution\hsbc_credit_card_tandc.txt,Or we may send you a mobile message or secure online message. How much notice we give you depends on the change we’re making: Reducing your credit limit where we have All other concerns about whether you can repay us changes 7 days At least 30 days Your rights when we tell you about changes You’re protected from any change we make that you don’t want to accept because we’ll give you advance notice.,2,74,14.9,True,False,False,False,True,False,False,False,False
F01104,financial_institution\hsbc_credit_card_tandc.txt,How much notice we give you depends on the change we’re making: Reducing your credit limit where we have All other concerns about whether you can repay us changes 7 days At least 30 days Your rights when we tell you about changes You’re protected from any change we make that you don’t want to accept because we’ll give you advance notice.,1,62,24.6,True,False,False,False,True,False,False,False,False
F01105,financial_institution\hsbc_credit_card_tandc.txt,The change will still apply until you’ve repaid everything you owe us.,1,12,6.8,False,False,False,False,False,False,False,False,False
F01106,financial_institution\hsbc_credit_card_tandc.txt,"But, if the change is an increase to an interest rate, you can repay what you owe us at the unchanged interest rate.",1,23,7.7,False,False,False,False,True,False,False,False,False
F01107,financial_institution\hsbc_credit_card_tandc.txt,"For that to apply, you’ll need to tell us within 60 days of notice of the increase that you don’t want to accept the higher rate.",1,26,9.1,True,False,False,False,False,False,False,False,False
F01108,financial_institution\hsbc_credit_card_tandc.txt,The agreement will begin when we’ve opened the account linked to your card. This agreement doesn’t have an agreed end date but either of us can end it as explained below.,2,31,6.8,False,False,False,False,False,False,False,False,False
F01109,financial_institution\hsbc_credit_card_tandc.txt,This agreement doesn’t have an agreed end date but either of us can end it as explained below.,1,18,7.8,False,False,False,False,False,False,False,False,False
F01110,financial_institution\hsbc_credit_card_tandc.txt,"Can you make a claim against us where you have a claim against a supplier? If you buy any products or services that cost between £100 and £30,000 using credit under this agreement, you could have a right to claim against us as well as the seller.",2,47,9.4,True,True,False,False,True,False,False,True,False
F01111,financial_institution\hsbc_credit_card_tandc.txt,"If you buy any products or services that cost between £100 and £30,000 using credit under this agreement, you could have a right to claim against us as well as the seller.",1,32,13.1,True,True,False,False,True,False,False,True,False
F01112,financial_institution\hsbc_credit_card_tandc.txt,"That right could apply, for example, if the product you bought didn’t arrive or when it did it was faulty or wasn’t as the seller described.",1,26,10.9,False,False,False,False,False,False,False,False,False
F01113,financial_institution\hsbc_credit_card_tandc.txt,"But, if you have a dispute with someone else over a transaction, you must keep making payments to us while you’re trying to sort it out.",1,26,10.0,False,False,False,False,False,False,False,False,False
F01114,financial_institution\hsbc_credit_card_tandc.txt,Missing payments could make it more difficult to get credit in future.,1,12,6.8,False,False,False,False,True,False,False,False,False
F01115,financial_institution\hsbc_credit_card_tandc.txt,It could also mean that legal action or bankruptcy proceedings could be taken against you to get back any money you owe under this agreement.,1,25,12.6,False,False,False,False,False,False,False,False,False
F01116,financial_institution\hsbc_credit_card_tandc.txt,"It’s not to be used for a business. Ask us if you need a card for business use. 1.2 You can use the account, as well as any person you’ve asked us to give an additional card to (we might refer to this person as an ’additional cardholder’).",2,48,6.4,True,False,False,False,False,False,False,False,False
F01117,financial_institution\hsbc_credit_card_tandc.txt,"Ask us if you need a card for business use. 1.2 You can use the account, as well as any person you’ve asked us to give an additional card to (we might refer to this person as an ’additional cardholder’).",1,40,8.4,True,False,False,False,False,False,False,False,False
F01118,financial_institution\hsbc_credit_card_tandc.txt,"(c) If they’re available on your account, to send a balance transfer or money transfer.",2,15,8.4,False,False,False,False,False,False,False,False,False
F01119,financial_institution\hsbc_credit_card_tandc.txt,"If they’re available on your account, to send a balance transfer or money transfer.",1,14,8.4,False,False,False,False,False,False,False,False,False
F01120,financial_institution\hsbc_credit_card_tandc.txt,We don’t normally allow balance transfers where the other lender is in the HSBC Group.,1,15,8.4,False,False,False,False,False,False,False,False,False
F01121,financial_institution\hsbc_credit_card_tandc.txt,"1.3 We’ll tell you if you’re eligible for an instalment plan. If you are, you can choose eligible transactions to repay in fixed monthly instalments over a time that you choose.",2,31,8.0,True,False,False,False,False,True,False,False,False
F01122,financial_institution\hsbc_credit_card_tandc.txt,1.4 A payment you ask us to send normally arrives by the working day after we send it from your credit card account.,2,23,9.3,True,False,False,False,True,False,False,False,False
F01123,financial_institution\hsbc_credit_card_tandc.txt,A payment you ask us to send normally arrives by the working day after we send it from your credit card account.,1,22,9.1,False,False,False,False,True,False,False,False,False
F01124,financial_institution\hsbc_credit_card_tandc.txt,1.5 We don’t have an agreement with any additional cardholder so we can’t give them any information about the account.,2,20,12.3,True,False,False,False,False,False,False,False,False
F01125,financial_institution\hsbc_credit_card_tandc.txt,We don’t have an agreement with any additional cardholder so we can’t give them any information about the account.,1,19,12.3,False,False,False,False,False,False,False,False,False
F01126,financial_institution\hsbc_credit_card_tandc.txt,"This includes any use that makes you break this agreement. For example, if an additional cardholder makes a payment that takes the amount on the account over the credit limit, you’re responsible for that.",2,34,9.8,False,False,False,False,True,False,False,False,False
F01127,financial_institution\hsbc_credit_card_tandc.txt,"For example, if an additional cardholder makes a payment that takes the amount on the account over the credit limit, you’re responsible for that.",1,24,13.4,False,False,False,False,True,False,False,False,False
F01128,financial_institution\hsbc_credit_card_tandc.txt,"How do you authorise payments? 2.1 You, or an additional cardholder, will need to authorise a transaction before we can charge it to your account.",2,25,7.7,True,False,False,False,False,False,False,True,False
F01129,financial_institution\hsbc_credit_card_tandc.txt,"2.1 You, or an additional cardholder, will need to authorise a transaction before we can charge it to your account.",1,20,10.5,True,False,False,False,False,False,False,True,False
F01130,financial_institution\hsbc_credit_card_tandc.txt,You’ll be told about any extra steps you need to take to authorise the payment.,1,15,6.8,False,False,False,False,False,False,False,False,False
F01131,financial_institution\hsbc_credit_card_tandc.txt,"These could include signing a paper or electronic document, using your PIN, biometric data (such as a fingerprint) or other security details we agree you can use.",1,27,15.5,False,False,False,False,True,False,False,False,False
F01132,financial_institution\hsbc_credit_card_tandc.txt,But you won’t usually need to do anything else where you’re making a low value contactless payment. 2.2,1,18,9.8,True,False,False,False,False,False,False,False,False
F01133,financial_institution\hsbc_credit_card_tandc.txt,"If the card, card number and PIN, biometric data or other security details have been used, we’ll assume you or the additional cardholder have authorised the transaction.",1,27,15.0,False,False,False,False,True,False,False,False,False
F01134,financial_institution\hsbc_credit_card_tandc.txt,That’s why you must tell us straight away if you don’t recognise a transaction charged to your account and shown in your statement.,1,23,8.3,False,False,False,False,False,False,False,False,False
F01135,financial_institution\hsbc_credit_card_tandc.txt,You or an additional cardholder mustn’t: (a) use the card or account for anything illegal (or allow anyone else to); or (b) go over your credit limit.,1,27,14.2,False,False,False,False,True,False,False,False,False
F01136,financial_institution\hsbc_credit_card_tandc.txt,"When we’re working out if a transaction you want to make is within your credit limit, we’ll include transactions we’ve already authorised but haven’t charged to the account.",1,28,13.0,False,False,False,False,True,False,False,False,False
F01137,financial_institution\hsbc_credit_card_tandc.txt,"For example, you have £150 left within your credit limit and we give a hotel authorisation for a payment of £100.",1,21,10.6,True,True,False,False,True,False,False,False,False
F01138,financial_institution\hsbc_credit_card_tandc.txt,We may not allow more than £50 to be spent on other things using the account until the authorisation is cancelled. 2.3,1,22,10.2,True,True,False,False,False,False,False,False,False
F01139,financial_institution\hsbc_credit_card_tandc.txt,"If you, or an additional cardholder, allow someone else to use a card or the card number, you’ll be responsible for any transactions they make.",1,25,12.6,False,False,False,False,False,False,False,False,False
F01140,financial_institution\hsbc_credit_card_tandc.txt,But you’ll only be responsible up until you tell us that the card may be misused.,1,16,6.9,False,False,False,False,False,False,False,False,False
F01141,financial_institution\hsbc_credit_card_tandc.txt,You should tell us using the contact details below. You won’t be responsible for any other transactions you or an additional cardholder haven’t authorised.,2,24,9.7,False,False,False,False,False,False,False,False,False
F01142,financial_institution\hsbc_credit_card_tandc.txt,You won’t be responsible for any other transactions you or an additional cardholder haven’t authorised.,1,15,13.1,False,False,False,False,False,False,False,False,False
F01143,financial_institution\hsbc_credit_card_tandc.txt,"That includes transactions made with the card or card number remotely (for example over the Internet, phone or by mail order).",1,21,11.1,False,False,False,False,False,False,False,False,False
F01144,financial_institution\hsbc_credit_card_tandc.txt,"3. When will we give refunds for payments you’ve authorised? 3.1 If a seller refunds a purchase you’ve made, we’ll only credit it to the account when we receive details from that seller.",2,33,8.0,True,False,False,False,True,False,False,False,False
F01145,financial_institution\hsbc_credit_card_tandc.txt,"When will we give refunds for payments you’ve authorised? 3.1 If a seller refunds a purchase you’ve made, we’ll only credit it to the account when we receive details from that seller.",1,32,8.0,True,False,False,False,True,False,False,False,False
F01146,financial_institution\hsbc_credit_card_tandc.txt,Until then we’ll charge interest on the purchase at the rate that applies to your account.,1,16,6.1,False,False,False,False,False,False,False,True,False
F01147,financial_institution\hsbc_credit_card_tandc.txt,3.2 We may be able to refund a payment if you didn’t agree the actual amount and it was higher than you reasonably thought it would be.,1,27,12.0,True,False,False,False,False,False,False,False,False
F01148,financial_institution\hsbc_credit_card_tandc.txt,"For example, if the card is used to pay a hotel bill but you didn’t know the amount of the payment until check out. 3.3 You need to ask us for a refund within eight weeks of the payment being charged to your account.",1,44,8.0,True,False,False,False,False,False,False,False,False
F01149,financial_institution\hsbc_credit_card_tandc.txt,We may ask for more information we reasonably need when we look into it.,1,14,7.6,False,False,False,False,False,False,False,False,False
F01150,financial_institution\hsbc_credit_card_tandc.txt,We may need to look into whether you could’ve reasonably expected what the actual amount would be.,1,17,9.8,False,False,False,False,False,True,False,False,False
F01151,financial_institution\hsbc_credit_card_tandc.txt,"To do this, we take into account how you normally spend and the facts surrounding your purchase.",1,17,7.7,False,False,False,False,False,False,False,False,False
F01152,financial_institution\hsbc_credit_card_tandc.txt,You aren’t entitled to a refund if you agreed the payment directly with us.,1,14,8.4,False,False,False,False,False,False,False,False,False
F01153,financial_institution\hsbc_credit_card_tandc.txt,And you aren’t entitled if we or the seller made information available to you about the amount at least four weeks before you paid.,1,24,12.0,False,False,False,False,False,False,False,False,False
F01154,financial_institution\hsbc_credit_card_tandc.txt,"3.4 Whether we’re making a refund or not, we’ll let you know what’s happening and why.",2,16,6.1,True,False,False,False,False,False,False,False,False
F01155,financial_institution\hsbc_credit_card_tandc.txt,"Whether we’re making a refund or not, we’ll let you know what’s happening and why.",1,15,6.0,False,False,False,False,False,False,False,False,False
F01156,financial_institution\hsbc_credit_card_tandc.txt,We’ll do this within ten days either of your claim date or the date we get information we’ve asked for.,1,20,7.0,False,False,False,False,False,False,False,False,False
F01157,financial_institution\hsbc_credit_card_tandc.txt,3.5 We won’t have to give you a refund if you give us the wrong details for a payment or cash related transaction.,1,23,8.8,True,False,False,False,False,False,False,False,True
F01158,financial_institution\hsbc_credit_card_tandc.txt,"If this happens, we’ll help you to recover the money but we may charge a fee to cover our costs.",1,20,7.6,False,False,False,False,False,False,False,True,False
F01159,financial_institution\hsbc_credit_card_tandc.txt,"4. Can you stop payments you’ve authorised? 4.1 You can cancel payments you’ve authorised to be made on a future date, for example, where you’ve set up a regular payment.",2,30,8.4,True,False,False,False,False,False,False,False,False
F01160,financial_institution\hsbc_credit_card_tandc.txt,"Can you stop payments you’ve authorised? 4.1 You can cancel payments you’ve authorised to be made on a future date, for example, where you’ve set up a regular payment.",1,29,8.4,True,False,False,False,False,False,False,False,False
F01161,financial_institution\hsbc_credit_card_tandc.txt,You can do this as long as you contact us by the end of the business day before the payment is due to be made (normally 5pm).,1,27,9.4,True,False,False,False,False,False,False,False,False
F01162,financial_institution\hsbc_credit_card_tandc.txt,"You’ll also need to contact the person you were making the payment to, to tell them you’ve cancelled it.",1,19,8.0,False,False,False,False,False,False,False,False,False
F01163,financial_institution\hsbc_credit_card_tandc.txt,4.2 You can’t cancel any other transaction after it’s been authorised.,1,11,9.1,True,False,False,False,False,False,False,False,False
F01164,financial_institution\hsbc_credit_card_tandc.txt,"You can’t, for example, cancel a cash withdrawal or payment for a product or service you receive at the time you make the payment.",1,24,10.5,False,False,False,False,False,False,False,False,True
F01165,financial_institution\hsbc_credit_card_tandc.txt,"5. Can we refuse to authorise a transaction or suspend your right to use the account? 5.1 There are times when we might refuse to authorise a transaction, cancel or suspend use of the account or refuse to replace or reissue a card.",2,43,9.8,True,False,False,False,False,False,False,False,False
F01166,financial_institution\hsbc_credit_card_tandc.txt,"Can we refuse to authorise a transaction or suspend your right to use the account? 5.1 There are times when we might refuse to authorise a transaction, cancel or suspend use of the account or refuse to replace or reissue a card.",1,42,9.7,True,False,False,False,False,False,False,False,False
F01167,financial_institution\hsbc_credit_card_tandc.txt,This could be where we reasonably consider it’s necessary for any of the reasons set out below.,1,17,10.5,False,False,False,False,False,False,False,False,False
F01168,financial_institution\hsbc_credit_card_tandc.txt,"(a) Authorising a transaction would mean breaking this agreement, or other legal requirements that apply to us.",1,17,11.9,False,False,False,False,False,False,False,False,False
F01169,financial_institution\hsbc_credit_card_tandc.txt,(b) We believe there’s a significantly increased risk that you won’t be able to repay any money you owe us.,1,20,9.9,False,False,False,False,False,False,False,False,False
F01170,financial_institution\hsbc_credit_card_tandc.txt,(c) We suspect fraudulent or unauthorised use of the account.,1,10,7.2,False,False,False,False,False,False,False,False,False
F01171,financial_institution\hsbc_credit_card_tandc.txt,"This could be by you, any additional cardholder or a third party.",1,12,7.8,False,False,False,False,False,False,False,False,False
F01172,financial_institution\hsbc_credit_card_tandc.txt,We won’t be responsible if a seller or supplier refuses to accept your card.,1,14,9.3,False,False,False,False,False,False,False,False,False
F01173,financial_institution\hsbc_credit_card_tandc.txt,5.2 We’ll refuse to authorise a transaction if we have a reason to believe it’s for gambling.,2,17,9.1,True,False,False,False,False,False,False,False,False
F01174,financial_institution\hsbc_credit_card_tandc.txt,We’ll refuse to authorise a transaction if we have a reason to believe it’s for gambling.,1,16,9.1,False,False,False,False,False,False,False,False,False
F01175,financial_institution\hsbc_credit_card_tandc.txt,We might also refuse to authorise a transaction where we reasonably believe it’d cause a high risk to you.,1,19,9.8,False,False,False,False,False,False,False,False,False
F01176,financial_institution\hsbc_credit_card_tandc.txt,This could be because the same or similar types of transactions have been disputed by a lot of customers or we have legal or regulatory concerns about them.,1,28,13.9,False,False,False,False,True,False,False,False,False
F01177,financial_institution\hsbc_credit_card_tandc.txt,But we won’t be responsible if you suffer any loss because we haven’t refused a gambling or other high risk transaction.,1,21,11.1,False,False,False,False,False,False,False,False,False
F01178,financial_institution\hsbc_credit_card_tandc.txt,"This could be, for example, because it was made offline or we weren’t able to identify it as a gambling or risky transaction.",1,23,12.4,False,False,False,False,False,False,False,False,False
F01179,financial_institution\hsbc_credit_card_tandc.txt,"5.3 To protect your account, we might ask for some extra information when you ask us to authorise a transaction.",1,20,9.9,True,False,False,False,False,False,False,False,False
F01180,financial_institution\hsbc_credit_card_tandc.txt,5.4 We can also cancel or suspend the use of the account where: (a) You’ve been in ’persistent debt’ for two 18-month periods in a row.,2,26,10.9,True,False,False,False,True,False,False,False,False
F01181,financial_institution\hsbc_credit_card_tandc.txt,We can also cancel or suspend the use of the account where: (a) You’ve been in ’persistent debt’ for two 18-month periods in a row.,1,25,10.7,True,False,False,False,True,False,False,False,False
F01182,financial_institution\hsbc_credit_card_tandc.txt,"That means you’ve paid more interest, fees and charges than the amount you’ve repaid.",1,14,6.7,False,False,False,False,False,False,False,True,False
F01183,financial_institution\hsbc_credit_card_tandc.txt,"Let’s look at an example. Total Interest Minimum 1% Interest Default amount rate payment of the charges you amount owe you owe £2,000 18% £62 £20 £30 £12 £20 is You’re paying £42 what in interest and you’re charges – that’s actually more than you’re repaying repaying (b) We’ve asked you to increase the amount you’re repaying and you either haven’t been able to or haven’t got back to us.",2,70,14.5,True,True,True,False,True,False,False,True,False
F01184,financial_institution\hsbc_credit_card_tandc.txt,"Total Interest Minimum 1% Interest Default amount rate payment of the charges you amount owe you owe £2,000 18% £62 £20 £30 £12 £20 is You’re paying £42 what in interest and you’re charges – that’s actually more than you’re repaying repaying (b) We’ve asked you to increase the amount you’re repaying and you either haven’t been able to or haven’t got back to us.",1,65,26.0,True,True,True,False,True,False,False,True,False
