candidate_id,source_file,text,sentence_count,word_count,fkgl,contains_number,contains_currency,contains_percentage,contains_date_or_time,contains_financial_term,contains_forecast_or_guidance,contains_profit_or_margin_term,contains_cost_or_expense_term,contains_cash_or_balance_sheet_term
C02648,financial_institution\hsbc_credit_card_tandc.txt,We’ll only charge a fee for the time you’ve had the plan – we’ll refund the rest.,1,17,4.7,False,False,False,False,False,True,False,True,False
C02649,financial_institution\hsbc_credit_card_tandc.txt,"We’ll only charge a fee for the time you’ve had the plan – we’ll refund the rest. For example, if you’ve had the plan for a third of the month and then it’s cancelled, we’ll refund the fee for the remaining two thirds.",2,43,7.2,False,False,False,False,False,True,False,True,False
C02650,financial_institution\hsbc_credit_card_tandc.txt,"For example, if you’ve had the plan for a third of the month and then it’s cancelled, we’ll refund the fee for the remaining two thirds.",1,26,9.5,False,False,False,False,False,True,False,False,False
C02651,financial_institution\hsbc_credit_card_tandc.txt,"For example, if you’ve had the plan for a third of the month and then it’s cancelled, we’ll refund the fee for the remaining two thirds. Can you pay more than your monthly instalment?",2,34,6.3,False,False,False,False,False,True,False,False,False
C02652,financial_institution\hsbc_credit_card_tandc.txt,Can you pay more than your monthly instalment?,1,8,3.8,False,False,False,False,False,False,False,False,False
C02653,financial_institution\hsbc_credit_card_tandc.txt,Can you pay more than your monthly instalment? Yes.,2,9,3.7,False,False,False,False,False,False,False,False,False
C02654,financial_institution\hsbc_credit_card_tandc.txt,Yes.,1,1,-3.4,False,False,False,False,False,False,False,False,False
C02655,financial_institution\hsbc_credit_card_tandc.txt,Yes. You can always pay more than your monthly instalment.,2,10,4.8,False,False,False,False,False,False,False,False,False
C02656,financial_institution\hsbc_credit_card_tandc.txt,You can always pay more than your monthly instalment.,1,9,5.0,False,False,False,False,False,False,False,False,False
C02657,financial_institution\hsbc_credit_card_tandc.txt,"You can always pay more than your monthly instalment. But if you do, any extra amounts will repay the transaction balance (if any) first before reducing your instalment plan.",2,29,8.8,False,False,False,False,False,True,False,False,False
C02658,financial_institution\hsbc_credit_card_tandc.txt,"But if you do, any extra amounts will repay the transaction balance (if any) first before reducing your instalment plan.",1,20,11.7,False,False,False,False,False,True,False,False,False
C02659,financial_institution\hsbc_credit_card_tandc.txt,"But if you do, any extra amounts will repay the transaction balance (if any) first before reducing your instalment plan. If you do pay more, you’ll still need to make your next monthly instalment on time but the length of your plan may be shorter and your final payment may be lower.",2,52,10.9,False,False,False,False,False,True,False,False,False
C02660,financial_institution\hsbc_credit_card_tandc.txt,"If you do pay more, you’ll still need to make your next monthly instalment on time but the length of your plan may be shorter and your final payment may be lower.",1,32,11.3,False,False,False,False,False,True,False,False,False
C02661,financial_institution\hsbc_credit_card_tandc.txt,"If you do pay more, you’ll still need to make your next monthly instalment on time but the length of your plan may be shorter and your final payment may be lower. Can we change the cost of borrowing or any other terms? Changes to terms that are personal to you",2,51,6.1,False,False,False,False,False,True,False,True,False
C02662,financial_institution\hsbc_credit_card_tandc.txt,Can we change the cost of borrowing or any other terms? Changes to terms that are personal to you,1,19,4.3,False,False,False,False,False,False,False,True,False
C02663,financial_institution\hsbc_credit_card_tandc.txt,"Can we change the cost of borrowing or any other terms? Changes to terms that are personal to you Sometimes we’ll get information from credit reference agencies or about the way you manage your account (for example, where you often pay us or another lender late).",2,46,11.6,False,False,False,False,True,False,False,True,False
C02664,financial_institution\hsbc_credit_card_tandc.txt,"Sometimes we’ll get information from credit reference agencies or about the way you manage your account (for example, where you often pay us or another lender late).",1,27,14.6,False,False,False,False,True,False,False,False,False
C02665,financial_institution\hsbc_credit_card_tandc.txt,"Sometimes we’ll get information from credit reference agencies or about the way you manage your account (for example, where you often pay us or another lender late). Based on that information, we might change our view about whether you can actually repay us.",2,43,12.3,False,False,False,False,True,False,False,False,False
C02666,financial_institution\hsbc_credit_card_tandc.txt,"Based on that information, we might change our view about whether you can actually repay us.",1,16,9.8,False,False,False,False,False,False,False,False,False
C02667,financial_institution\hsbc_credit_card_tandc.txt,"Based on that information, we might change our view about whether you can actually repay us. If we do, we may change the rates that apply to you (unless we know that you’re at risk of financial difficulties) and we may reduce your credit limit.",2,45,10.2,False,False,False,False,True,False,False,False,False
C02668,financial_institution\hsbc_credit_card_tandc.txt,"If we do, we may change the rates that apply to you (unless we know that you’re at risk of financial difficulties) and we may reduce your credit limit.",1,29,11.6,False,False,False,False,True,False,False,False,False
C02669,financial_institution\hsbc_credit_card_tandc.txt,"If we do, we may change the rates that apply to you (unless we know that you’re at risk of financial difficulties) and we may reduce your credit limit. Other changes to the credit limit We may change your credit limit in the future.",2,44,9.3,False,False,False,False,True,False,False,False,False
C02670,financial_institution\hsbc_credit_card_tandc.txt,Other changes to the credit limit We may change your credit limit in the future.,1,15,7.6,False,False,False,False,True,False,False,False,False
C02671,financial_institution\hsbc_credit_card_tandc.txt,"Other changes to the credit limit We may change your credit limit in the future. For example, we may tell you that a higher credit limit is available to you.",2,30,8.0,False,False,False,False,True,False,False,False,False
C02672,financial_institution\hsbc_credit_card_tandc.txt,"For example, we may tell you that a higher credit limit is available to you.",1,15,8.4,False,False,False,False,True,False,False,False,False
C02673,financial_institution\hsbc_credit_card_tandc.txt,"For example, we may tell you that a higher credit limit is available to you. And you can also ask us to think about giving you a higher credit limit.",2,30,7.6,False,False,False,False,True,False,False,False,False
C02674,financial_institution\hsbc_credit_card_tandc.txt,And you can also ask us to think about giving you a higher credit limit.,1,15,6.8,False,False,False,False,True,False,False,False,False
C02675,financial_institution\hsbc_credit_card_tandc.txt,And you can also ask us to think about giving you a higher credit limit. You can get in touch to tell us how you want to manage your credit limit as well.,2,33,5.9,False,False,False,False,True,False,False,False,False
C02676,financial_institution\hsbc_credit_card_tandc.txt,You can get in touch to tell us how you want to manage your credit limit as well.,1,18,5.2,False,False,False,False,True,False,False,False,False
C02677,financial_institution\hsbc_credit_card_tandc.txt,You can get in touch to tell us how you want to manage your credit limit as well. You can tell us: • you’d like a lower credit limit; • you don’t want to receive any future credit limit increases; or • never to increase your credit limit without checking with you first.,2,53,10.4,False,False,False,False,True,False,False,False,False
C02678,financial_institution\hsbc_credit_card_tandc.txt,You can tell us: • you’d like a lower credit limit; • you don’t want to receive any future credit limit increases; or • never to increase your credit limit without checking with you first.,1,35,14.6,False,False,False,False,True,False,False,False,False
C02679,financial_institution\hsbc_credit_card_tandc.txt,You can tell us: • you’d like a lower credit limit; • you don’t want to receive any future credit limit increases; or • never to increase your credit limit without checking with you first. And you can change your mind at any time.,2,44,9.1,False,False,False,False,True,False,False,False,False
C02680,financial_institution\hsbc_credit_card_tandc.txt,And you can change your mind at any time.,1,9,1.0,False,False,False,False,False,False,False,False,False
C02681,financial_institution\hsbc_credit_card_tandc.txt,And you can change your mind at any time. A higher credit limit might offer you greater flexibility and be an easier way to meet your financial needs.,2,28,7.6,False,False,False,False,True,False,False,False,False
C02682,financial_institution\hsbc_credit_card_tandc.txt,A higher credit limit might offer you greater flexibility and be an easier way to meet your financial needs.,1,19,11.7,False,False,False,False,True,False,False,False,False
C02683,financial_institution\hsbc_credit_card_tandc.txt,A higher credit limit might offer you greater flexibility and be an easier way to meet your financial needs. But it can also mean there’s a greater risk that you’re borrowing too much.,2,33,8.7,False,False,False,False,True,False,False,False,False
C02684,financial_institution\hsbc_credit_card_tandc.txt,But it can also mean there’s a greater risk that you’re borrowing too much.,1,14,5.0,False,False,False,False,False,False,False,False,False
C02685,financial_institution\hsbc_credit_card_tandc.txt,But it can also mean there’s a greater risk that you’re borrowing too much. That could cost a lot or take a long time to pay off.,2,27,3.2,False,False,False,False,False,False,False,True,False
C02686,financial_institution\hsbc_credit_card_tandc.txt,That could cost a lot or take a long time to pay off.,1,13,1.3,False,False,False,False,False,False,False,True,False
C02687,financial_institution\hsbc_credit_card_tandc.txt,That could cost a lot or take a long time to pay off. You should carefully think about whether you need a higher limit.,2,24,3.8,False,False,False,False,False,False,False,True,False
C02688,financial_institution\hsbc_credit_card_tandc.txt,You should carefully think about whether you need a higher limit.,1,11,6.9,False,False,False,False,False,False,False,False,False
C02689,financial_institution\hsbc_credit_card_tandc.txt,"You should carefully think about whether you need a higher limit. Changes to rates, charges and other terms for particular reasons The table below explains when we’ll make changes to the rates and charges that apply to you and to any other terms.",2,43,10.4,False,False,False,False,False,False,False,True,False
C02690,financial_institution\hsbc_credit_card_tandc.txt,"Changes to rates, charges and other terms for particular reasons The table below explains when we’ll make changes to the rates and charges that apply to you and to any other terms.",1,32,14.2,False,False,False,False,False,False,False,True,False
C02691,financial_institution\hsbc_credit_card_tandc.txt,"Changes to rates, charges and other terms for particular reasons The table below explains when we’ll make changes to the rates and charges that apply to you and to any other terms. If we do make a change, we’ll make sure it’s a proportionate response to a change that’s affecting us or that we reasonably think will affect us.",2,59,12.7,False,False,False,False,False,False,False,True,False
C02692,financial_institution\hsbc_credit_card_tandc.txt,"If we do make a change, we’ll make sure it’s a proportionate response to a change that’s affecting us or that we reasonably think will affect us.",1,27,11.1,False,False,False,False,False,False,False,False,False
C02693,financial_institution\hsbc_credit_card_tandc.txt,"If we do make a change, we’ll make sure it’s a proportionate response to a change that’s affecting us or that we reasonably think will affect us. For example, we won’t make a change to cover the same cost twice.",2,40,7.8,False,False,False,False,False,False,False,True,False
C02694,financial_institution\hsbc_credit_card_tandc.txt,"For example, we won’t make a change to cover the same cost twice.",1,13,4.0,False,False,False,False,False,False,False,True,False
C02695,financial_institution\hsbc_credit_card_tandc.txt,"For example, we won’t make a change to cover the same cost twice. Reason Increase or Changes to reduce rates any other and charges terms A change in the interest rates we have to pay (or a change we reasonably expect).",2,41,8.5,False,False,False,False,True,True,False,True,False
C02696,financial_institution\hsbc_credit_card_tandc.txt,Reason Increase or Changes to reduce rates any other and charges terms A change in the interest rates we have to pay (or a change we reasonably expect).,1,28,12.2,False,False,False,False,True,True,False,True,False
C02697,financial_institution\hsbc_credit_card_tandc.txt,"Reason Increase or Changes to reduce rates any other and charges terms A change in the interest rates we have to pay (or a change we reasonably expect). This could be a change to the Bank of England Base Rate, for example.",2,42,8.6,False,False,False,False,True,True,False,True,False
C02698,financial_institution\hsbc_credit_card_tandc.txt,"This could be a change to the Bank of England Base Rate, for example.",1,14,4.2,False,False,False,False,False,False,False,False,False
C02699,financial_institution\hsbc_credit_card_tandc.txt,"This could be a change to the Bank of England Base Rate, for example. • A change in the costs of providing the account • A change in general law or regulation •",2,33,6.4,False,False,False,False,False,False,False,True,False
C02700,financial_institution\hsbc_credit_card_tandc.txt,• A change in the costs of providing the account • A change in general law or regulation •,1,19,8.4,False,False,False,False,False,False,False,True,False
C02701,financial_institution\hsbc_credit_card_tandc.txt,• A change in the costs of providing the account • A change in general law or regulation • A change to our business.,2,24,10.0,False,False,False,False,False,False,False,True,False
C02702,financial_institution\hsbc_credit_card_tandc.txt,A change to our business.,1,5,2.9,False,False,False,False,False,False,False,False,False
C02703,financial_institution\hsbc_credit_card_tandc.txt,"A change to our business. For example, to the way we manage the account because of new technology Any other change that affects us if it’s reasonable for us to pass the effect of that change on to you You’re an employee and your We’ll switch employment ends (but not if you to our you’re retiring) standard rates Other changes This agreement doesn’t have an agreed end date.",2,68,14.8,False,False,False,False,False,False,False,False,False
C02704,financial_institution\hsbc_credit_card_tandc.txt,"For example, to the way we manage the account because of new technology Any other change that affects us if it’s reasonable for us to pass the effect of that change on to you You’re an employee and your We’ll switch employment ends (but not if you to our you’re retiring) standard rates Other changes This agreement doesn’t have an agreed end date.",1,63,26.2,False,False,False,False,False,False,False,False,False
C02705,financial_institution\hsbc_credit_card_tandc.txt,"For example, to the way we manage the account because of new technology Any other change that affects us if it’s reasonable for us to pass the effect of that change on to you You’re an employee and your We’ll switch employment ends (but not if you to our you’re retiring) standard rates Other changes This agreement doesn’t have an agreed end date. As it may last for a long time, we can’t predict precisely why we might need to make changes to this agreement when we enter into it with you.",2,92,18.9,False,False,False,False,False,True,False,False,False
C02706,financial_institution\hsbc_credit_card_tandc.txt,"As it may last for a long time, we can’t predict precisely why we might need to make changes to this agreement when we enter into it with you.",1,29,10.8,False,False,False,False,False,True,False,False,False
C02707,financial_institution\hsbc_credit_card_tandc.txt,"As it may last for a long time, we can’t predict precisely why we might need to make changes to this agreement when we enter into it with you. That means we may also make changes for reasons that aren’t covered here.",2,42,8.1,False,False,False,False,False,True,False,False,False
C02708,financial_institution\hsbc_credit_card_tandc.txt,That means we may also make changes for reasons that aren’t covered here.,1,13,5.8,False,False,False,False,False,False,False,False,False
C02709,financial_institution\hsbc_credit_card_tandc.txt,That means we may also make changes for reasons that aren’t covered here. Telling you about changes We’ll tell you about the change and how it’ll affect you before we make it.,2,32,6.5,False,False,False,False,False,False,False,False,False
C02710,financial_institution\hsbc_credit_card_tandc.txt,Telling you about changes We’ll tell you about the change and how it’ll affect you before we make it.,1,19,7.3,False,False,False,False,False,False,False,False,False
C02711,financial_institution\hsbc_credit_card_tandc.txt,"Telling you about changes We’ll tell you about the change and how it’ll affect you before we make it. We’ll do this through a message in your monthly statement, or by writing to or emailing you separately.",2,37,8.2,False,False,False,False,False,False,False,False,False
C02712,financial_institution\hsbc_credit_card_tandc.txt,"We’ll do this through a message in your monthly statement, or by writing to or emailing you separately.",1,18,9.1,False,False,False,False,False,False,False,False,False
C02713,financial_institution\hsbc_credit_card_tandc.txt,"We’ll do this through a message in your monthly statement, or by writing to or emailing you separately. Or we may send you a mobile message or secure online message.",2,30,7.6,False,False,False,False,False,False,False,False,False
C02714,financial_institution\hsbc_credit_card_tandc.txt,Or we may send you a mobile message or secure online message.,1,12,5.8,False,False,False,False,False,False,False,False,False
C02715,financial_institution\hsbc_credit_card_tandc.txt,Or we may send you a mobile message or secure online message. How much notice we give you depends on the change we’re making: Reducing your credit limit where we have All other concerns about whether you can repay us changes 7 days At least 30 days Your rights when we tell you about changes You’re protected from any change we make that you don’t want to accept because we’ll give you advance notice.,2,74,14.9,True,False,False,False,True,False,False,False,False
C02716,financial_institution\hsbc_credit_card_tandc.txt,How much notice we give you depends on the change we’re making: Reducing your credit limit where we have All other concerns about whether you can repay us changes 7 days At least 30 days Your rights when we tell you about changes You’re protected from any change we make that you don’t want to accept because we’ll give you advance notice.,1,62,24.6,True,False,False,False,True,False,False,False,False
C02717,financial_institution\hsbc_credit_card_tandc.txt,How much notice we give you depends on the change we’re making: Reducing your credit limit where we have All other concerns about whether you can repay us changes 7 days At least 30 days Your rights when we tell you about changes You’re protected from any change we make that you don’t want to accept because we’ll give you advance notice. This will give you the chance to end our agreement without charge.,2,74,14.8,True,False,False,False,True,False,False,True,False
C02718,financial_institution\hsbc_credit_card_tandc.txt,This will give you the chance to end our agreement without charge.,1,12,4.8,False,False,False,False,False,False,False,True,False
C02719,financial_institution\hsbc_credit_card_tandc.txt,"This will give you the chance to end our agreement without charge. In fact, you can end the agreement at any time.",2,22,4.3,False,False,False,False,False,False,False,True,False
C02720,financial_institution\hsbc_credit_card_tandc.txt,"In fact, you can end the agreement at any time.",1,10,3.7,False,False,False,False,False,False,False,False,False
C02721,financial_institution\hsbc_credit_card_tandc.txt,"In fact, you can end the agreement at any time. The change will still apply until you’ve repaid everything you owe us.",2,22,5.3,False,False,False,False,False,False,False,False,False
C02722,financial_institution\hsbc_credit_card_tandc.txt,The change will still apply until you’ve repaid everything you owe us.,1,12,6.8,False,False,False,False,False,False,False,False,False
C02723,financial_institution\hsbc_credit_card_tandc.txt,"The change will still apply until you’ve repaid everything you owe us. But, if the change is an increase to an interest rate, you can repay what you owe us at the unchanged interest rate.",2,35,6.7,False,False,False,False,True,False,False,False,False
C02724,financial_institution\hsbc_credit_card_tandc.txt,"But, if the change is an increase to an interest rate, you can repay what you owe us at the unchanged interest rate.",1,23,7.7,False,False,False,False,True,False,False,False,False
C02725,financial_institution\hsbc_credit_card_tandc.txt,"But, if the change is an increase to an interest rate, you can repay what you owe us at the unchanged interest rate. For that to apply, you’ll need to tell us within 60 days of notice of the increase that you don’t want to accept the higher rate.",2,49,8.4,True,False,False,False,True,False,False,False,False
C02726,financial_institution\hsbc_credit_card_tandc.txt,"For that to apply, you’ll need to tell us within 60 days of notice of the increase that you don’t want to accept the higher rate.",1,26,9.1,True,False,False,False,False,False,False,False,False
C02727,financial_institution\hsbc_credit_card_tandc.txt,"For that to apply, you’ll need to tell us within 60 days of notice of the increase that you don’t want to accept the higher rate. When will the agreement begin and end?",2,33,5.9,True,False,False,False,False,False,False,False,False
C02728,financial_institution\hsbc_credit_card_tandc.txt,When will the agreement begin and end?,1,7,4.0,False,False,False,False,False,False,False,False,False
C02729,financial_institution\hsbc_credit_card_tandc.txt,When will the agreement begin and end? The agreement will begin when we’ve opened the account linked to your card.,2,20,4.8,False,False,False,False,False,False,False,False,False
C02730,financial_institution\hsbc_credit_card_tandc.txt,The agreement will begin when we’ve opened the account linked to your card.,1,13,5.8,False,False,False,False,False,False,False,False,False
C02731,financial_institution\hsbc_credit_card_tandc.txt,The agreement will begin when we’ve opened the account linked to your card. This agreement doesn’t have an agreed end date but either of us can end it as explained below.,2,31,6.8,False,False,False,False,False,False,False,False,False
C02732,financial_institution\hsbc_credit_card_tandc.txt,This agreement doesn’t have an agreed end date but either of us can end it as explained below.,1,18,7.8,False,False,False,False,False,False,False,False,False
C02733,financial_institution\hsbc_credit_card_tandc.txt,This agreement doesn’t have an agreed end date but either of us can end it as explained below. You’ll normally be able to use the account as soon as we’ve sent you a card.,2,34,6.7,False,False,False,False,False,False,False,False,False
C02734,financial_institution\hsbc_credit_card_tandc.txt,You’ll normally be able to use the account as soon as we’ve sent you a card.,1,16,5.4,False,False,False,False,False,False,False,False,False
C02735,financial_institution\hsbc_credit_card_tandc.txt,You’ll normally be able to use the account as soon as we’ve sent you a card. Can you make a claim against us where you have a claim against a supplier?,2,31,5.3,False,False,False,False,False,False,False,False,False
C02736,financial_institution\hsbc_credit_card_tandc.txt,Can you make a claim against us where you have a claim against a supplier?,1,15,5.2,False,False,False,False,False,False,False,False,False
C02737,financial_institution\hsbc_credit_card_tandc.txt,"Can you make a claim against us where you have a claim against a supplier? If you buy any products or services that cost between £100 and £30,000 using credit under this agreement, you could have a right to claim against us as well as the seller.",2,47,9.4,True,True,False,False,True,False,False,True,False
C02738,financial_institution\hsbc_credit_card_tandc.txt,"If you buy any products or services that cost between £100 and £30,000 using credit under this agreement, you could have a right to claim against us as well as the seller.",1,32,13.1,True,True,False,False,True,False,False,True,False
C02739,financial_institution\hsbc_credit_card_tandc.txt,"If you buy any products or services that cost between £100 and £30,000 using credit under this agreement, you could have a right to claim against us as well as the seller. That right could apply, for example, if the product you bought didn’t arrive or when it did it was faulty or wasn’t as the seller described.",2,58,12.0,True,True,False,False,True,False,False,True,False
C02740,financial_institution\hsbc_credit_card_tandc.txt,"That right could apply, for example, if the product you bought didn’t arrive or when it did it was faulty or wasn’t as the seller described.",1,26,10.9,False,False,False,False,False,False,False,False,False
C02741,financial_institution\hsbc_credit_card_tandc.txt,"That right could apply, for example, if the product you bought didn’t arrive or when it did it was faulty or wasn’t as the seller described. But, if you have a dispute with someone else over a transaction, you must keep making payments to us while you’re trying to sort it out.",2,52,10.4,False,False,False,False,False,False,False,False,False
C02742,financial_institution\hsbc_credit_card_tandc.txt,"But, if you have a dispute with someone else over a transaction, you must keep making payments to us while you’re trying to sort it out.",1,26,10.0,False,False,False,False,False,False,False,False,False
C02743,financial_institution\hsbc_credit_card_tandc.txt,"But, if you have a dispute with someone else over a transaction, you must keep making payments to us while you’re trying to sort it out. What could happen if you miss payments?",2,33,6.2,False,False,False,False,False,False,False,False,False
C02744,financial_institution\hsbc_credit_card_tandc.txt,What could happen if you miss payments?,1,7,2.3,False,False,False,False,False,False,False,False,False
C02745,financial_institution\hsbc_credit_card_tandc.txt,What could happen if you miss payments? Missing payments could make it more difficult to get credit in future.,2,19,4.9,False,False,False,False,True,False,False,False,False
C02746,financial_institution\hsbc_credit_card_tandc.txt,Missing payments could make it more difficult to get credit in future.,1,12,6.8,False,False,False,False,True,False,False,False,False
C02747,financial_institution\hsbc_credit_card_tandc.txt,Missing payments could make it more difficult to get credit in future. It could also mean that legal action or bankruptcy proceedings could be taken against you to get back any money you owe under this agreement.,2,37,9.8,False,False,False,False,True,False,False,False,False
C02748,financial_institution\hsbc_credit_card_tandc.txt,It could also mean that legal action or bankruptcy proceedings could be taken against you to get back any money you owe under this agreement.,1,25,12.6,False,False,False,False,False,False,False,False,False
C02749,financial_institution\hsbc_credit_card_tandc.txt,It could also mean that legal action or bankruptcy proceedings could be taken against you to get back any money you owe under this agreement. Additional Terms 1.,2,28,8.8,True,False,False,False,False,False,False,False,False
C02750,financial_institution\hsbc_credit_card_tandc.txt,Additional Terms 1.,1,3,9.2,True,False,False,False,False,False,False,False,False
C02751,financial_institution\hsbc_credit_card_tandc.txt,Additional Terms 1. Who can use the account and how? 1.1,2,11,2.6,True,False,False,False,False,False,False,False,False
C02752,financial_institution\hsbc_credit_card_tandc.txt,Who can use the account and how? 1.1,1,8,0.8,True,False,False,False,False,False,False,False,False
C02753,financial_institution\hsbc_credit_card_tandc.txt,Who can use the account and how? 1.1 Your card is only for your personal use.,2,16,2.3,True,False,False,False,False,False,False,False,False
C02754,financial_institution\hsbc_credit_card_tandc.txt,Your card is only for your personal use.,1,8,3.8,False,False,False,False,False,False,False,False,False
C02755,financial_institution\hsbc_credit_card_tandc.txt,Your card is only for your personal use. It’s not to be used for a business.,2,16,2.3,False,False,False,False,False,False,False,False,False
C02756,financial_institution\hsbc_credit_card_tandc.txt,It’s not to be used for a business.,1,8,0.8,False,False,False,False,False,False,False,False,False
C02757,financial_institution\hsbc_credit_card_tandc.txt,"It’s not to be used for a business. Ask us if you need a card for business use. 1.2 You can use the account, as well as any person you’ve asked us to give an additional card to (we might refer to this person as an ’additional cardholder’).",2,48,6.4,True,False,False,False,False,False,False,False,False
C02758,financial_institution\hsbc_credit_card_tandc.txt,"Ask us if you need a card for business use. 1.2 You can use the account, as well as any person you’ve asked us to give an additional card to (we might refer to this person as an ’additional cardholder’).",1,40,8.4,True,False,False,False,False,False,False,False,False
C02759,financial_institution\hsbc_credit_card_tandc.txt,"Ask us if you need a card for business use. 1.2 You can use the account, as well as any person you’ve asked us to give an additional card to (we might refer to this person as an ’additional cardholder’). The card can be used to make different types of transaction.",2,51,7.2,True,False,False,False,False,False,False,False,False
C02760,financial_institution\hsbc_credit_card_tandc.txt,The card can be used to make different types of transaction.,1,11,4.8,False,False,False,False,False,False,False,False,False
C02761,financial_institution\hsbc_credit_card_tandc.txt,The card can be used to make different types of transaction. For example: (a) To make a purchase.,2,18,4.3,False,False,False,False,False,False,False,False,False
C02762,financial_institution\hsbc_credit_card_tandc.txt,For example: (a) To make a purchase.,1,7,4.0,False,False,False,False,False,False,False,False,False
C02763,financial_institution\hsbc_credit_card_tandc.txt,For example: (a) To make a purchase. (b) To get cash or make a cash related payment.,2,17,3.7,False,False,False,False,False,False,False,False,True
C02764,financial_institution\hsbc_credit_card_tandc.txt,(b) To get cash or make a cash related payment.,1,10,3.7,False,False,False,False,False,False,False,False,True
C02765,financial_institution\hsbc_credit_card_tandc.txt,(b) To get cash or make a cash related payment. We’ll tell you if there’s a limit on the amount of cash you can withdraw each day.,2,27,4.1,False,False,False,False,False,False,False,False,True
C02766,financial_institution\hsbc_credit_card_tandc.txt,We’ll tell you if there’s a limit on the amount of cash you can withdraw each day.,1,17,4.9,False,False,False,False,False,False,False,False,True
C02767,financial_institution\hsbc_credit_card_tandc.txt,We’ll tell you if there’s a limit on the amount of cash you can withdraw each day. (c),2,18,5.2,False,False,False,False,False,False,False,False,True
C02768,financial_institution\hsbc_credit_card_tandc.txt,(c),1,1,-3.4,False,False,False,False,False,False,False,False,False
C02769,financial_institution\hsbc_credit_card_tandc.txt,"(c) If they’re available on your account, to send a balance transfer or money transfer.",2,15,8.4,False,False,False,False,False,False,False,False,False
C02770,financial_institution\hsbc_credit_card_tandc.txt,"If they’re available on your account, to send a balance transfer or money transfer.",1,14,8.4,False,False,False,False,False,False,False,False,False
C02771,financial_institution\hsbc_credit_card_tandc.txt,"If they’re available on your account, to send a balance transfer or money transfer. We don’t normally allow balance transfers where the other lender is in the HSBC Group.",2,29,8.4,False,False,False,False,False,False,False,False,False
C02772,financial_institution\hsbc_credit_card_tandc.txt,We don’t normally allow balance transfers where the other lender is in the HSBC Group.,1,15,8.4,False,False,False,False,False,False,False,False,False
C02773,financial_institution\hsbc_credit_card_tandc.txt,We don’t normally allow balance transfers where the other lender is in the HSBC Group. 1.3 We’ll tell you if you’re eligible for an instalment plan.,2,26,7.2,True,False,False,False,False,True,False,False,False
C02774,financial_institution\hsbc_credit_card_tandc.txt,1.3 We’ll tell you if you’re eligible for an instalment plan.,1,11,5.9,True,False,False,False,False,True,False,False,False
C02775,financial_institution\hsbc_credit_card_tandc.txt,"1.3 We’ll tell you if you’re eligible for an instalment plan. If you are, you can choose eligible transactions to repay in fixed monthly instalments over a time that you choose.",2,31,8.0,True,False,False,False,False,True,False,False,False
C02776,financial_institution\hsbc_credit_card_tandc.txt,"If you are, you can choose eligible transactions to repay in fixed monthly instalments over a time that you choose.",1,20,9.9,False,False,False,False,False,False,False,False,False
C02777,financial_institution\hsbc_credit_card_tandc.txt,"If you are, you can choose eligible transactions to repay in fixed monthly instalments over a time that you choose. We’ll then move those transactions from the transaction balance of the account to your instalment plan.",2,36,9.1,False,False,False,False,False,True,False,False,False
C02778,financial_institution\hsbc_credit_card_tandc.txt,We’ll then move those transactions from the transaction balance of the account to your instalment plan.,1,16,8.4,False,False,False,False,False,True,False,False,False
C02779,financial_institution\hsbc_credit_card_tandc.txt,We’ll then move those transactions from the transaction balance of the account to your instalment plan. 1.4,2,17,8.4,True,False,False,False,False,True,False,False,False
C02780,financial_institution\hsbc_credit_card_tandc.txt,1.4,1,1,-3.4,True,False,False,False,False,False,False,False,False
C02781,financial_institution\hsbc_credit_card_tandc.txt,1.4 A payment you ask us to send normally arrives by the working day after we send it from your credit card account.,2,23,9.3,True,False,False,False,True,False,False,False,False
C02782,financial_institution\hsbc_credit_card_tandc.txt,A payment you ask us to send normally arrives by the working day after we send it from your credit card account.,1,22,9.1,False,False,False,False,True,False,False,False,False
C02783,financial_institution\hsbc_credit_card_tandc.txt,"A payment you ask us to send normally arrives by the working day after we send it from your credit card account. If it doesn’t, you can ask us to contact the receiving bank.",2,34,7.0,False,False,False,False,True,False,False,False,False
C02784,financial_institution\hsbc_credit_card_tandc.txt,"If it doesn’t, you can ask us to contact the receiving bank.",1,12,4.8,False,False,False,False,False,False,False,False,False
C02785,financial_institution\hsbc_credit_card_tandc.txt,"If it doesn’t, you can ask us to contact the receiving bank. We’ll ask them to treat the payment as if it had been made on time.",2,27,3.7,False,False,False,False,False,False,False,False,False
C02786,financial_institution\hsbc_credit_card_tandc.txt,We’ll ask them to treat the payment as if it had been made on time.,1,15,2.8,False,False,False,False,False,False,False,False,False
C02787,financial_institution\hsbc_credit_card_tandc.txt,We’ll ask them to treat the payment as if it had been made on time. 1.5,2,16,3.2,True,False,False,False,False,False,False,False,False
C02788,financial_institution\hsbc_credit_card_tandc.txt,1.5,1,1,-3.4,True,False,False,False,False,False,False,False,False
C02789,financial_institution\hsbc_credit_card_tandc.txt,1.5 We don’t have an agreement with any additional cardholder so we can’t give them any information about the account.,2,20,12.3,True,False,False,False,False,False,False,False,False
C02790,financial_institution\hsbc_credit_card_tandc.txt,We don’t have an agreement with any additional cardholder so we can’t give them any information about the account.,1,19,12.3,False,False,False,False,False,False,False,False,False
C02791,financial_institution\hsbc_credit_card_tandc.txt,We don’t have an agreement with any additional cardholder so we can’t give them any information about the account. That also means you’re responsible for the way they use the account.,2,31,9.5,False,False,False,False,False,False,False,False,False
