candidate_id,source_file,text,sentence_count,word_count,fkgl,text_simplified_reference,annotator_id,confidence,notes,jargon_terms,fkgl_original,fkgl_simplified,word_count_original,word_count_simplified
69,barclaycard_general_tandc.txt,"We currently show you compound interest rates, which is interest charged on interest if you dont repay your outstanding balance in full each month. When your simple standard and cash interest rates start to move with the Base Rate, well need to also start showing you the simple interest rate. These will be shown alongside the compound equivalent.",2,58,9.7,"We currently show you compound interest rates (interest charged on top of interest already owed if you do not repay your full balance each month). When your standard and cash interest rates start to move with the Base Rate, we will also start showing you the simple interest rate. Both rates will be shown together.",Stefani,High,,"compound interest, simple interest rate, Base Rate",9.7,9.2,58,55
70,cfpb_consumer_advisory.txt,"If you apply for a lot of credit over a short period of time, it may appear to lenders that your economic circumstances have changed negatively. Review and fact-check your credit report.",2,32,10.2,"If you apply for a lot of credit over a short period of time, lenders may think your financial situation has got worse. Review and check your credit report for accuracy.",Stefani,High,,"credit report, credit",10.2,8.0,32,31
71,bank_of_scotland_cc_tandc.txt,Your APR and Total Amount Payable are calculated at the time the agreement is made. We dont include any introductory or promotional offers or any cashback you could earn.,2,29,9.6,"Your APR (the yearly cost of borrowing, shown as a percentage) and the total amount you will pay back are calculated when the agreement is made. We do not include any introductory or promotional offers or any cashback you could earn.",Stefani,High,,"APR, total amount payable, promotional offers",9.6,11.4,29,41
72,sec_interest_rate_risk.txt,"For people who are just starting to build their credit or who have students should be encouraged lower credit scores, it may be easier to get a secured loan than an to always look for the most unsecured loan. Secured loans require the borrower to provide up-to-date information.",2,48,12.2,"For people who are just starting to build their credit or who have lower credit scores, it may be easier to get a secured loan than an unsecured loan. Secured loans require the borrower to provide collateral. Students should be encouraged to always look for the most up-to-date information.",Stefani,High,,"secured loan, unsecured loan, collateral, credit score",12.2,9.8,48,49
73,cfpb_consumer_advisory.txt,Understand how to read your credit report. To learn more about credit reporting in general please visit the CFPBs website. 2. Get a copy of your free credit report from annualcreditreport.com from each of the big nationwide credit reporting companies and review it every year.,3,45,7.8,"Learn how to read your credit report. To find out more about credit reporting, visit the CFPB's website. Get a free copy of your credit report from annualcreditreport.com from each of the major nationwide credit reporting companies and review it every year.",Stefani,High,,"credit report, credit reporting companies, CFPB",7.8,8.2,45,42
74,fca_consumer_credit_guide.txt,"Firms must have a certain legal status to carry out certain regulated activities. (Does not apply to FCA-only regulated firms, i.e. those that are not also regulated by the Prudential Regulation Authority).",2,32,10.0,"Firms must have a certain legal status in order to carry out certain regulated activities. This requirement does not apply to FCA-only regulated firms — that is, firms that are not also regulated by the Prudential Regulation Authority.",Stefani,High,,"regulated activities, FCA, Prudential Regulation Authority",10.0,13.9,32,38
75,fca_consumer_lending_strategy.txt,"For some consumers, credit will not be the right answer. Access to unaffordable credit is harmful to consumers' financial and personal wellbeing. In instances where prospective consumers are declined credit, we expect firms, as set out in the Consumer Duty Guidance, to provide other forms of support. ",2,47,10.9,"For some consumers, credit will not be the right answer. Access to unaffordable credit can harm consumers' financial and personal wellbeing. Where prospective consumers are declined credit, we expect firms, as set out in the Consumer Duty guidance, to provide other forms of support.",Stefani,High,,"Consumer Duty, credit",10.9,10.2,47,44
76,barclaycard_general_tandc.txt,We charge different interest rates on different balances. Your simple standard and cash interest rates will move up and down in line with changes to the Bank of England Base Rate ,2,31,14.0,We charge different interest rates on different balances. Your standard and cash interest rates will move up and down in line with changes to the Bank of England Base Rate.,Stefani,High,,"interest rates, Base Rate, Bank of England",14.0,8.0,31,30
77,cfpb_credit_card_guide.txt,"Credit scores are based on experience over time. The more experience you have using credit responsibly and paying your bills on time, the more information there is to determine whether you are a good credit risk.",2,36,9.8,"Credit scores are built up over time based on experience. The more experience you have using credit responsibly and paying your bills on time, the more information there is to assess whether you are a good credit risk.",Stefani,High,,"credit score, credit risk",9.8,9.5,36,38
78,hsbc_credit_card_tandc.txt,"Based on that information, we might change our view about whether you can actually repay us. If we do, we may change the rates that apply to you (unless we know that youre at risk of financial difficulties) and we may reduce your credit limit.",2,45,10.2,"Based on that information, we may change our view about whether you can repay us. If we do, we may change the rates that apply to you — unless we know you are at risk of financial difficulties — and we may reduce your credit limit.",Stefani,High,,"credit limit, interest rates, financial difficulties",10.2,9.8,45,46
79,cfpb_consumer_advisory.txt,"Review and fact-check your credit report. If you find an error, dispute it with the credit reporting company or the business that furnished the information to the credit reporting company.",2,30,11.1,"Review your credit report and check it for errors. If you find an error, dispute it with the credit reporting company or the business that provided the information to the credit reporting company.",Stefani,High,,"credit report, credit reporting company",11.1,10.9,30,33
80,nationwide_mortgage_conditions.txt,"Where the debtor has exercised a right to redeem, and has made payment of the whole amount due, or has performed the whole obligations of the debtor under the contract to which the security relates, the creditor shall grant a discharge in the terms prescribed in section 17 of this Act.",2,51,22.1,"Where the borrower has exercised the right to redeem and has paid the full amount owed, or has met all obligations under the contract to which the security relates, the lender must grant a discharge in the form set out in section 17 of this Act.",Stefani,High,,"right to redeem, discharge, security",22.1,19.5,51,46
81,sec_interest_rate_risk.txt,"When market interest rates rise, prices of fixed-rate bonds fall. this phenomenon is known as interest rate risk. A seesaw, such as the one pictured below, can help you visualize the relationship between market interest rates and bond prices.",2,39,9.4,"When market interest rates rise, the prices of fixed-rate bonds fall. This is known as interest rate risk. A seesaw can help you picture the relationship between market interest rates and bond prices: when one goes up, the other goes down.",Stephen,High,,"interest rate risk, fixed-rate bonds, market interest rates",9.4,7.6,39,41
82,amazon_barclaycard_tandc.txt,"If you do, you will have a credit balance on the account. We can return this to you rather than leaving it in the account. You must give us any information we ask for that is reasonably necessary for this purpose.",2,41,6.7,"If you do, you will have a credit balance on the account. We can return this to you rather than leaving it in the account. You must provide us with any information we reasonably ask for in order to do this.",Stephen,High,,credit balance,6.7,6.1,41,41
83,fca_consumer_lending_strategy.txt,"In this letter we focus on three portfolios in the Consumer Lending market: High-Cost Lending, Mainstream Consumer Credit Lending and Credit Unions. When we refer to Consumer Lending throughout this letter, we are only referring to these portfolios.",2,38,12.3,"In this letter we focus on three portfolios in the Consumer Lending market: High-Cost Lending, Mainstream Consumer Credit Lending, and Credit Unions. When we refer to Consumer Lending in this letter, we are referring only to these portfolios.",Stephen,High,,"Consumer Lending, High-Cost Lending, Credit Unions",12.3,12.0,38,38
84,cfpb_consumer_advisory.txt,It simply takes time to repair your credit file. Cant answer questions: The company representative cannot explain the specifics of the services they are offering you or the total cost for those services. Asking a few simple questions can help you determine if you are dealing with a reputable organization.,3,50,10.7,"Repairing your credit file simply takes time. If a company representative cannot explain the services they are offering or the total cost, that is a warning sign. Asking a few simple questions can help you decide whether you are dealing with a trustworthy organisation.",Stephen,High,,credit file,10.7,10.0,50,44
85,hsbc_summary_box.txt,Cash Fee 2.99 of the cash or cash-related payment (minimum 3). Default fees If youre late making the minimum payment: 12. If youre over your credit limit (even if weve allowed you to go over),3,35,6.8,"Cash fee: 2.99% of the cash or cash-related payment, with a minimum charge of £3. Default fees: if you are late making the minimum payment: £12. If you are over your credit limit (even if we allowed you to exceed it): £12.",Stephen,High,,"cash fee, default fees, minimum payment, credit limit",6.8,5.4,35,42
86,fca_consumer_lending_strategy.txt,"In instances where prospective consumers are declined credit, we expect firms, as set out in the Consumer Duty guidance, to provide other forms of support. Ineffective management of declined credit can increase the risk of consumers going to illegal money lenders as they may not be aware of alternative options.",2,50,14.9,"Where prospective consumers are declined credit, we expect firms, as set out in the Consumer Duty guidance, to provide other forms of support. Poor management of declined credit applications can increase the risk of consumers turning to illegal money lenders, as they may not be aware of other options available to them.",Stephen,High,,"Consumer Duty, declined credit, illegal money lenders",14.9,14.7,50,52
87,cfpb_credit_card_guide.txt,"You pay with a credit card from a bank. The bank pays the store for your groceries. The bank sends you the credit card bill, including charges for the groceries.",3,30,3.7,"You pay for your groceries with a credit card from a bank. The bank pays the store on your behalf. The bank then sends you a credit card bill, including the amount charged for your groceries.",Stephen,High,,credit card,3.7,4.5,30,36
88,hsbc_personal_loan_tandc.txt,"The total amount payable by you is the sum of the loan and the interest. What are our rights if you miss a repayment or if we have other concerns? Although the interest is added upfront, we calculate the interest and the APR as if the loan were repaid over time.",2,51,7.2,"The total amount payable by you is the sum of the loan and the interest. Although the interest is added upfront, we calculate the interest and the APR as if the loan were being repaid over time.",Stephen,High,,"total amount payable, APR, interest",7.2,8.2,51,37
89,fca_consumer_credit_guide.txt,The data we ask for is monstly financial information and information about your transaction volumes. The reporting forms which apply to consumer credit firms are set out in the table below.,2,31,10.6,The data we ask for is mostly financial information and details about your transaction volumes. The reporting forms that apply to consumer credit firms are set out in the table below.,Stephen,High,,"consumer credit firms, transaction volumes",10.6,9.9,31,31
90,cfpb_secured_unsecured_loans.txt,"Preparing for this activity:  While its not necessary, completing the Reading about credit scores activity first may make this one more meaningful. Print a single-sided copy of the Characteristics of secured and unsecured loans game cards in this guide on one color of paper for each student group.",2,48,14.2,"While it is not necessary, completing the 'Reading about credit scores' activity first may make this activity more meaningful. Print a single-sided copy of the 'Characteristics of secured and unsecured loans' game cards on one colour of paper for each student group.",Stephen,High,,"credit scores, secured loans, unsecured loans",14.2,13.7,48,42
91,cfpb_secured_unsecured_loans.txt,"Unsecured loan: A loan (such as most types of credit cards) that does not use property as collateral. Lenders consider these loans to be more risky than secured loans, so they may charge a higher rate of interest for them.",2,40,9.6,"Unsecured loan: a loan, such as most credit cards, that does not use property as collateral. Lenders consider these loans to be riskier than secured loans, so they may charge a higher interest rate.",Stephen,High,,"unsecured loan, collateral, secured loans, interest rate",9.6,9.1,40,34
92,cfpb_consumer_advisory.txt,"If you find an error, dispute it with the credit reporting company or the business that furnished the information to the credit reporting company. You can also reach out directly to the credit reporting companies to dispute errors or submit a complaint to the Bureau.",2,45,13.4,"If you find an error, dispute it with the credit reporting company or the business that provided the information. You can also contact the credit reporting companies directly to dispute errors or submit a complaint to the Bureau.",Stephen,High,,credit reporting company,13.4,12.3,45,38
93,nationwide_savings_tandc.txt,"If we do, when we tell you about the change, well explain how it will affect you. Where your product has a fixed end date, we can still reduce the interest rate, or increase any account fee or charge for any other valid reason which isnt listed above.",2,48,9.7,"If we make a change, we will explain how it will affect you when we tell you about it. Where your product has a fixed end date, we can still reduce the interest rate, or increase any account fee or charge, for any other valid reason not listed above.",Stephen,High,,"interest rate, fixed end date",9.7,9.9,48,49
94,nationwide_current_account_tandc.txt,"We may agree to give you an arranged overdraft if you meet the eligibility criteria. If you ask us for an arranged overdraft or to increase an arranged overdraft, we may carry out searches with licensed credit reference agencies before deciding to give you one.",2,45,13.4,"We may agree to give you an arranged overdraft (a pre-agreed borrowing limit) if you meet the eligibility criteria. If you ask for an arranged overdraft or an increase to one, we may carry out searches with licensed credit reference agencies before deciding.",Stephen,High,,"arranged overdraft, credit reference agencies, eligibility criteria",13.4,13.7,45,43
95,nationwide_savings_tandc.txt,"You dont provide us with information we ask you for about your identity or your tax position. If an account holder dies If youre the sole account holder, well pay the money in your account along with any interest to your personal representatives.",2,43,12.0,"If you do not provide us with information we ask for about your identity or tax position, or if the sole account holder dies, we will pay the money in the account along with any interest to the account holder's personal representatives.",Stephen,High,,"personal representatives, tax position",12.0,20.2,43,42
96,amazon_barclaycard_tandc.txt,"If we increase your credit limit, we will always tell you first and give you 30 days notice unless you have asked for the increase yourself. Your account is designed to be used digitally.",2,34,8.4,"If we increase your credit limit, we will always tell you first and give you 30 days' notice, unless you have requested the increase yourself. Your account is designed to be used digitally.",Stephen,High,,credit limit,8.4,8.7,34,33
97,cfpb_credit_card_guide.txt,Suggested activities include Analyzing credit card statements and Managing credit card payments. Measuring student learning Students answers on their worksheets and during discussion can give you a sense of their understanding.,2,31,13.3,Suggested activities include 'Analysing credit card statements' and 'Managing credit card payments'. Students' answers on their worksheets and during discussion can give you a sense of their understanding.,Stephen,High,,credit card statements,13.3,12.2,31,28
98,nationwide_savings_tandc.txt,We work out your daily interest rate by dividing the annual interest rate by 365. We then work out your interest based on the amount of money you have in your account at the end of each day.,2,38,8.0,We calculate your daily interest rate by dividing the annual interest rate by 365. We then calculate the interest based on the amount of money in your account at the end of each day.,Stephen,High,,"daily interest rate, annual interest rate",8.0,9.1,38,34
99,cfpb_secured_unsecured_loans.txt,"If that trust does not result in repayment, the lender can report late or missing payments to the credit reporting companies, can engage in debt collection, and might sue the borrower. Teaching this activity Whole-class introduction Ask students if they or someone they know has ever lent someone money.",2,49,13.2,"If the borrower does not repay, the lender may report late or missed payments to the credit reporting companies, may use debt collectors, and may take the borrower to court. Teaching this activity: ask students if they or someone they know has ever lent someone money.",Stephen,High,,"lender, borrower, credit reporting companies, debt collection",13.2,11.6,49,46
100,sec_interest_rate_risk.txt,"For a basic explanation of how bonds work and the terminology used to describe them, please see our Investor Bulletin on Corporate Bonds. A fundamental principle of bond investing is that market interest rates and bond prices generally move in opposite directions. This is known as the effect of market interest rates on bond prices and yield.",2,57,11.9,"For a basic explanation of how bonds work and the terms used to describe them, please see our Investor Bulletin on Corporate Bonds. A key principle of bond investing is that market interest rates and bond prices generally move in opposite directions. This is known as the effect of market interest rates on bond prices and yield.",Stephen,High,,"bonds, Corporate Bonds, market interest rates, yield",11.9,10.5,57,57
